stratum,scenario_id,field,dev_value,full_value,source_file,cached_image,category_full,description,adjudicated_value,adjudicator,rationale
random,AOBv2-REAL-1018,image_role,,query,data_detection/images/train/IMG_20220106_143551.jpg,,gauge_degradation,"The gauge's dial is somewhat obscured by dirt or wear, and the lighting conditions combined with the angle make the specific graduation marks difficult to discern clearly.",,,
random,AOBv2-REAL-1018,gauge_value,,UNREADABLE,data_detection/images/train/IMG_20220106_143551.jpg,,gauge_degradation,"The gauge's dial is somewhat obscured by dirt or wear, and the lighting conditions combined with the angle make the specific graduation marks difficult to discern clearly.",,,
random,AOBv2-REAL-1018,asset,,Unknown,data_detection/images/train/IMG_20220106_143551.jpg,,gauge_degradation,"The gauge's dial is somewhat obscured by dirt or wear, and the lighting conditions combined with the angle make the specific graduation marks difficult to discern clearly.",,,
random,AOBv2-REAL-1018,instrument_status,,,data_detection/images/train/IMG_20220106_143551.jpg,,gauge_degradation,"The gauge's dial is somewhat obscured by dirt or wear, and the lighting conditions combined with the angle make the specific graduation marks difficult to discern clearly.",,,
random,AOBv2-REAL-1018,description_accurate,,,data_detection/images/train/IMG_20220106_143551.jpg,,gauge_degradation,"The gauge's dial is somewhat obscured by dirt or wear, and the lighting conditions combined with the angle make the specific graduation marks difficult to discern clearly.",,,
random,AOBv2-REAL-1039,gauge_readable,,false,data_detection/images/train/IMG_20220106_143728.jpg,,scale_interpretation,"The gauge is too far away and partially obscured by the structural elements and rust, making it difficult to read the exact value on the dial.",,,
random,AOBv2-REAL-1039,recommended_action,,ROUTE_UPDATE,data_detection/images/train/IMG_20220106_143728.jpg,,scale_interpretation,"The gauge is too far away and partially obscured by the structural elements and rust, making it difficult to read the exact value on the dial.",,,
random,AOBv2-REAL-1039,category,,scale_interpretation,data_detection/images/train/IMG_20220106_143728.jpg,,scale_interpretation,"The gauge is too far away and partially obscured by the structural elements and rust, making it difficult to read the exact value on the dial.",,,
random,AOBv2-REAL-1039,image_role,,query,data_detection/images/train/IMG_20220106_143728.jpg,,scale_interpretation,"The gauge is too far away and partially obscured by the structural elements and rust, making it difficult to read the exact value on the dial.",,,
random,AOBv2-REAL-1039,gauge_value,,UNREADABLE,data_detection/images/train/IMG_20220106_143728.jpg,,scale_interpretation,"The gauge is too far away and partially obscured by the structural elements and rust, making it difficult to read the exact value on the dial.",,,
random,AOBv2-REAL-1039,asset,,Unknown (part of a pipe system),data_detection/images/train/IMG_20220106_143728.jpg,,scale_interpretation,"The gauge is too far away and partially obscured by the structural elements and rust, making it difficult to read the exact value on the dial.",,,
random,AOBv2-REAL-1039,instrument_status,,,data_detection/images/train/IMG_20220106_143728.jpg,,scale_interpretation,"The gauge is too far away and partially obscured by the structural elements and rust, making it difficult to read the exact value on the dial.",,,
random,AOBv2-REAL-1039,description_accurate,,,data_detection/images/train/IMG_20220106_143728.jpg,,scale_interpretation,"The gauge is too far away and partially obscured by the structural elements and rust, making it difficult to read the exact value on the dial.",,,
random,AOBv2-REAL-1041,gauge_readable,,true,data_detection/images/train/IMG_20220106_143749.jpg,,gauge_degradation,"A robot inspector would face challenges reading this gauge due to the overall dim lighting, slight blurring of the dial face, and some degradation of the surrounding equipment.",,,
random,AOBv2-REAL-1041,recommended_action,,CLEAN_GAUGE,data_detection/images/train/IMG_20220106_143749.jpg,,gauge_degradation,"A robot inspector would face challenges reading this gauge due to the overall dim lighting, slight blurring of the dial face, and some degradation of the surrounding equipment.",,,
random,AOBv2-REAL-1041,category,,gauge_degradation,data_detection/images/train/IMG_20220106_143749.jpg,,gauge_degradation,"A robot inspector would face challenges reading this gauge due to the overall dim lighting, slight blurring of the dial face, and some degradation of the surrounding equipment.",,,
random,AOBv2-REAL-1041,image_role,,query,data_detection/images/train/IMG_20220106_143749.jpg,,gauge_degradation,"A robot inspector would face challenges reading this gauge due to the overall dim lighting, slight blurring of the dial face, and some degradation of the surrounding equipment.",,,
random,AOBv2-REAL-1041,gauge_value,,30,data_detection/images/train/IMG_20220106_143749.jpg,,gauge_degradation,"A robot inspector would face challenges reading this gauge due to the overall dim lighting, slight blurring of the dial face, and some degradation of the surrounding equipment.",,,
random,AOBv2-REAL-1041,asset,,Unknown industrial equipment,data_detection/images/train/IMG_20220106_143749.jpg,,gauge_degradation,"A robot inspector would face challenges reading this gauge due to the overall dim lighting, slight blurring of the dial face, and some degradation of the surrounding equipment.",,,
random,AOBv2-REAL-1041,instrument_status,,,data_detection/images/train/IMG_20220106_143749.jpg,,gauge_degradation,"A robot inspector would face challenges reading this gauge due to the overall dim lighting, slight blurring of the dial face, and some degradation of the surrounding equipment.",,,
random,AOBv2-REAL-1041,description_accurate,,,data_detection/images/train/IMG_20220106_143749.jpg,,gauge_degradation,"A robot inspector would face challenges reading this gauge due to the overall dim lighting, slight blurring of the dial face, and some degradation of the surrounding equipment.",,,
random,AOBv2-REAL-1075,gauge_readable,,false,data_detection/images/train/IMG_20220106_144101.jpg,,gauge_degradation,"The gauges are obscured by dirt and corrosion on the dial faces, making it difficult to read the values accurately.",,,
random,AOBv2-REAL-1075,recommended_action,,CLEAN_GAUGE,data_detection/images/train/IMG_20220106_144101.jpg,,gauge_degradation,"The gauges are obscured by dirt and corrosion on the dial faces, making it difficult to read the values accurately.",,,
random,AOBv2-REAL-1075,category,,gauge_degradation,data_detection/images/train/IMG_20220106_144101.jpg,,gauge_degradation,"The gauges are obscured by dirt and corrosion on the dial faces, making it difficult to read the values accurately.",,,
random,AOBv2-REAL-1075,image_role,,query,data_detection/images/train/IMG_20220106_144101.jpg,,gauge_degradation,"The gauges are obscured by dirt and corrosion on the dial faces, making it difficult to read the values accurately.",,,
random,AOBv2-REAL-1075,gauge_value,,UNREADABLE,data_detection/images/train/IMG_20220106_144101.jpg,,gauge_degradation,"The gauges are obscured by dirt and corrosion on the dial faces, making it difficult to read the values accurately.",,,
random,AOBv2-REAL-1075,asset,,Piping system,data_detection/images/train/IMG_20220106_144101.jpg,,gauge_degradation,"The gauges are obscured by dirt and corrosion on the dial faces, making it difficult to read the values accurately.",,,
random,AOBv2-REAL-1075,instrument_status,,,data_detection/images/train/IMG_20220106_144101.jpg,,gauge_degradation,"The gauges are obscured by dirt and corrosion on the dial faces, making it difficult to read the values accurately.",,,
random,AOBv2-REAL-1075,description_accurate,,,data_detection/images/train/IMG_20220106_144101.jpg,,gauge_degradation,"The gauges are obscured by dirt and corrosion on the dial faces, making it difficult to read the values accurately.",,,
random,AOBv2-REAL-1094,gauge_readable,,false,data_detection/images/train/IMG_20220106_144354.jpg,,gauge_degradation,"A robot inspector would face challenges reading this gauge due to general degradation and weathering of the entire setup, including corrosion and paint peeling on the surrounding equipment.",,,
random,AOBv2-REAL-1094,recommended_action,,CLEAN_GAUGE,data_detection/images/train/IMG_20220106_144354.jpg,,gauge_degradation,"A robot inspector would face challenges reading this gauge due to general degradation and weathering of the entire setup, including corrosion and paint peeling on the surrounding equipment.",,,
random,AOBv2-REAL-1094,category,,gauge_degradation,data_detection/images/train/IMG_20220106_144354.jpg,,gauge_degradation,"A robot inspector would face challenges reading this gauge due to general degradation and weathering of the entire setup, including corrosion and paint peeling on the surrounding equipment.",,,
random,AOBv2-REAL-1094,image_role,,query,data_detection/images/train/IMG_20220106_144354.jpg,,gauge_degradation,"A robot inspector would face challenges reading this gauge due to general degradation and weathering of the entire setup, including corrosion and paint peeling on the surrounding equipment.",,,
random,AOBv2-REAL-1094,gauge_value,,UNREADABLE,data_detection/images/train/IMG_20220106_144354.jpg,,gauge_degradation,"A robot inspector would face challenges reading this gauge due to general degradation and weathering of the entire setup, including corrosion and paint peeling on the surrounding equipment.",,,
random,AOBv2-REAL-1094,asset,,Unknown,data_detection/images/train/IMG_20220106_144354.jpg,,gauge_degradation,"A robot inspector would face challenges reading this gauge due to general degradation and weathering of the entire setup, including corrosion and paint peeling on the surrounding equipment.",,,
random,AOBv2-REAL-1094,instrument_status,,,data_detection/images/train/IMG_20220106_144354.jpg,,gauge_degradation,"A robot inspector would face challenges reading this gauge due to general degradation and weathering of the entire setup, including corrosion and paint peeling on the surrounding equipment.",,,
random,AOBv2-REAL-1094,description_accurate,,,data_detection/images/train/IMG_20220106_144354.jpg,,gauge_degradation,"A robot inspector would face challenges reading this gauge due to general degradation and weathering of the entire setup, including corrosion and paint peeling on the surrounding equipment.",,,
random,AOBv2-REAL-1113,gauge_readable,,false,data_detection/images/train/IMG_20220106_144557.jpg,,scale_interpretation,"A robot inspector would face a visual challenge reading this gauge because it is too far away and small, making the graduation marks on the dial unreadable.",,,
random,AOBv2-REAL-1113,recommended_action,,ROUTE_UPDATE,data_detection/images/train/IMG_20220106_144557.jpg,,scale_interpretation,"A robot inspector would face a visual challenge reading this gauge because it is too far away and small, making the graduation marks on the dial unreadable.",,,
random,AOBv2-REAL-1113,category,,scale_interpretation,data_detection/images/train/IMG_20220106_144557.jpg,,scale_interpretation,"A robot inspector would face a visual challenge reading this gauge because it is too far away and small, making the graduation marks on the dial unreadable.",,,
random,AOBv2-REAL-1113,image_role,,query,data_detection/images/train/IMG_20220106_144557.jpg,,scale_interpretation,"A robot inspector would face a visual challenge reading this gauge because it is too far away and small, making the graduation marks on the dial unreadable.",,,
random,AOBv2-REAL-1113,gauge_value,,UNREADABLE,data_detection/images/train/IMG_20220106_144557.jpg,,scale_interpretation,"A robot inspector would face a visual challenge reading this gauge because it is too far away and small, making the graduation marks on the dial unreadable.",,,
random,AOBv2-REAL-1113,asset,,Piping system,data_detection/images/train/IMG_20220106_144557.jpg,,scale_interpretation,"A robot inspector would face a visual challenge reading this gauge because it is too far away and small, making the graduation marks on the dial unreadable.",,,
random,AOBv2-REAL-1113,instrument_status,,,data_detection/images/train/IMG_20220106_144557.jpg,,scale_interpretation,"A robot inspector would face a visual challenge reading this gauge because it is too far away and small, making the graduation marks on the dial unreadable.",,,
random,AOBv2-REAL-1113,description_accurate,,,data_detection/images/train/IMG_20220106_144557.jpg,,scale_interpretation,"A robot inspector would face a visual challenge reading this gauge because it is too far away and small, making the graduation marks on the dial unreadable.",,,
random,AOBv2-REAL-112,gauge_readable,,false,data_detection/images/test/IMG_20220106_135249.jpg,,gauge_degradation,"The gauges are partially obscured by significant dust and grime accumulation on their faces and protective covers, making the fine graduation marks difficult to discern clearly.",,,
random,AOBv2-REAL-112,recommended_action,,CLEAN_GAUGE,data_detection/images/test/IMG_20220106_135249.jpg,,gauge_degradation,"The gauges are partially obscured by significant dust and grime accumulation on their faces and protective covers, making the fine graduation marks difficult to discern clearly.",,,
random,AOBv2-REAL-112,category,,gauge_degradation,data_detection/images/test/IMG_20220106_135249.jpg,,gauge_degradation,"The gauges are partially obscured by significant dust and grime accumulation on their faces and protective covers, making the fine graduation marks difficult to discern clearly.",,,
random,AOBv2-REAL-112,image_role,,query,data_detection/images/test/IMG_20220106_135249.jpg,,gauge_degradation,"The gauges are partially obscured by significant dust and grime accumulation on their faces and protective covers, making the fine graduation marks difficult to discern clearly.",,,
random,AOBv2-REAL-112,gauge_value,,UNREADABLE,data_detection/images/test/IMG_20220106_135249.jpg,,gauge_degradation,"The gauges are partially obscured by significant dust and grime accumulation on their faces and protective covers, making the fine graduation marks difficult to discern clearly.",,,
random,AOBv2-REAL-112,asset,,Air compressor system,data_detection/images/test/IMG_20220106_135249.jpg,,gauge_degradation,"The gauges are partially obscured by significant dust and grime accumulation on their faces and protective covers, making the fine graduation marks difficult to discern clearly.",,,
random,AOBv2-REAL-112,instrument_status,,,data_detection/images/test/IMG_20220106_135249.jpg,,gauge_degradation,"The gauges are partially obscured by significant dust and grime accumulation on their faces and protective covers, making the fine graduation marks difficult to discern clearly.",,,
random,AOBv2-REAL-112,description_accurate,,,data_detection/images/test/IMG_20220106_135249.jpg,,gauge_degradation,"The gauges are partially obscured by significant dust and grime accumulation on their faces and protective covers, making the fine graduation marks difficult to discern clearly.",,,
random,AOBv2-REAL-1181,gauge_readable,,false,data_detection/images/train/IMG_20220106_145404.jpg,,scale_interpretation,"The gauge is too far away and dimly lit, making it difficult to discern the exact reading and scale markings.",,,
random,AOBv2-REAL-1181,recommended_action,,ROUTE_UPDATE,data_detection/images/train/IMG_20220106_145404.jpg,,scale_interpretation,"The gauge is too far away and dimly lit, making it difficult to discern the exact reading and scale markings.",,,
random,AOBv2-REAL-1181,category,,scale_interpretation,data_detection/images/train/IMG_20220106_145404.jpg,,scale_interpretation,"The gauge is too far away and dimly lit, making it difficult to discern the exact reading and scale markings.",,,
random,AOBv2-REAL-1181,image_role,,query,data_detection/images/train/IMG_20220106_145404.jpg,,scale_interpretation,"The gauge is too far away and dimly lit, making it difficult to discern the exact reading and scale markings.",,,
random,AOBv2-REAL-1181,gauge_value,,UNREADABLE,data_detection/images/train/IMG_20220106_145404.jpg,,scale_interpretation,"The gauge is too far away and dimly lit, making it difficult to discern the exact reading and scale markings.",,,
random,AOBv2-REAL-1181,asset,,Pressure vessel,data_detection/images/train/IMG_20220106_145404.jpg,,scale_interpretation,"The gauge is too far away and dimly lit, making it difficult to discern the exact reading and scale markings.",,,
random,AOBv2-REAL-1181,instrument_status,,,data_detection/images/train/IMG_20220106_145404.jpg,,scale_interpretation,"The gauge is too far away and dimly lit, making it difficult to discern the exact reading and scale markings.",,,
random,AOBv2-REAL-1181,description_accurate,,,data_detection/images/train/IMG_20220106_145404.jpg,,scale_interpretation,"The gauge is too far away and dimly lit, making it difficult to discern the exact reading and scale markings.",,,
random,AOBv2-REAL-1269,gauge_readable,,false,data_detection/images/train/IMG_20220106_150801.jpg,,occlusion,A robot inspector would face difficulty reading this gauge due to shadows and partial occlusion of the lower part of the dial by a metallic ring or structure.,,,
random,AOBv2-REAL-1269,recommended_action,,ROUTE_UPDATE,data_detection/images/train/IMG_20220106_150801.jpg,,occlusion,A robot inspector would face difficulty reading this gauge due to shadows and partial occlusion of the lower part of the dial by a metallic ring or structure.,,,
random,AOBv2-REAL-1269,category,,occlusion,data_detection/images/train/IMG_20220106_150801.jpg,,occlusion,A robot inspector would face difficulty reading this gauge due to shadows and partial occlusion of the lower part of the dial by a metallic ring or structure.,,,
random,AOBv2-REAL-1269,image_role,,query,data_detection/images/train/IMG_20220106_150801.jpg,,occlusion,A robot inspector would face difficulty reading this gauge due to shadows and partial occlusion of the lower part of the dial by a metallic ring or structure.,,,
random,AOBv2-REAL-1269,gauge_value,,UNREADABLE,data_detection/images/train/IMG_20220106_150801.jpg,,occlusion,A robot inspector would face difficulty reading this gauge due to shadows and partial occlusion of the lower part of the dial by a metallic ring or structure.,,,
random,AOBv2-REAL-1269,asset,,Pipeline/Process System,data_detection/images/train/IMG_20220106_150801.jpg,,occlusion,A robot inspector would face difficulty reading this gauge due to shadows and partial occlusion of the lower part of the dial by a metallic ring or structure.,,,
random,AOBv2-REAL-1269,instrument_status,,,data_detection/images/train/IMG_20220106_150801.jpg,,occlusion,A robot inspector would face difficulty reading this gauge due to shadows and partial occlusion of the lower part of the dial by a metallic ring or structure.,,,
random,AOBv2-REAL-1269,description_accurate,,,data_detection/images/train/IMG_20220106_150801.jpg,,occlusion,A robot inspector would face difficulty reading this gauge due to shadows and partial occlusion of the lower part of the dial by a metallic ring or structure.,,,
random,AOBv2-REAL-163,gauge_readable,,true,data_detection/images/test/IMG_20220106_141823.jpg,,gauge_degradation,"The gauge face is dirty, making the minor tick marks and the units slightly obscured, potentially leading to misinterpretation of the exact value.",,,
random,AOBv2-REAL-163,recommended_action,,CLEAN_GAUGE,data_detection/images/test/IMG_20220106_141823.jpg,,gauge_degradation,"The gauge face is dirty, making the minor tick marks and the units slightly obscured, potentially leading to misinterpretation of the exact value.",,,
random,AOBv2-REAL-163,category,,gauge_degradation,data_detection/images/test/IMG_20220106_141823.jpg,,gauge_degradation,"The gauge face is dirty, making the minor tick marks and the units slightly obscured, potentially leading to misinterpretation of the exact value.",,,
random,AOBv2-REAL-163,image_role,,query,data_detection/images/test/IMG_20220106_141823.jpg,,gauge_degradation,"The gauge face is dirty, making the minor tick marks and the units slightly obscured, potentially leading to misinterpretation of the exact value.",,,
random,AOBv2-REAL-163,gauge_value,,1.5,data_detection/images/test/IMG_20220106_141823.jpg,,gauge_degradation,"The gauge face is dirty, making the minor tick marks and the units slightly obscured, potentially leading to misinterpretation of the exact value.",,,
random,AOBv2-REAL-163,asset,,Unknown industrial equipment,data_detection/images/test/IMG_20220106_141823.jpg,,gauge_degradation,"The gauge face is dirty, making the minor tick marks and the units slightly obscured, potentially leading to misinterpretation of the exact value.",,,
random,AOBv2-REAL-163,instrument_status,,,data_detection/images/test/IMG_20220106_141823.jpg,,gauge_degradation,"The gauge face is dirty, making the minor tick marks and the units slightly obscured, potentially leading to misinterpretation of the exact value.",,,
random,AOBv2-REAL-163,description_accurate,,,data_detection/images/test/IMG_20220106_141823.jpg,,gauge_degradation,"The gauge face is dirty, making the minor tick marks and the units slightly obscured, potentially leading to misinterpretation of the exact value.",,,
random,AOBv2-REAL-171,gauge_readable,,true,data_detection/images/test/IMG_20220106_142137.jpg,,gauge_degradation,"A robot inspector would face challenges due to significant rust and corrosion on the gauge housing and mounting, as well as dust and debris on the dial, although the needle is still clearly visible.",,,
random,AOBv2-REAL-171,recommended_action,,CLEAN_GAUGE,data_detection/images/test/IMG_20220106_142137.jpg,,gauge_degradation,"A robot inspector would face challenges due to significant rust and corrosion on the gauge housing and mounting, as well as dust and debris on the dial, although the needle is still clearly visible.",,,
random,AOBv2-REAL-171,category,,gauge_degradation,data_detection/images/test/IMG_20220106_142137.jpg,,gauge_degradation,"A robot inspector would face challenges due to significant rust and corrosion on the gauge housing and mounting, as well as dust and debris on the dial, although the needle is still clearly visible.",,,
random,AOBv2-REAL-171,image_role,,query,data_detection/images/test/IMG_20220106_142137.jpg,,gauge_degradation,"A robot inspector would face challenges due to significant rust and corrosion on the gauge housing and mounting, as well as dust and debris on the dial, although the needle is still clearly visible.",,,
random,AOBv2-REAL-171,gauge_value,,0.7,data_detection/images/test/IMG_20220106_142137.jpg,,gauge_degradation,"A robot inspector would face challenges due to significant rust and corrosion on the gauge housing and mounting, as well as dust and debris on the dial, although the needle is still clearly visible.",,,
random,AOBv2-REAL-171,asset,,Hydraulic system,data_detection/images/test/IMG_20220106_142137.jpg,,gauge_degradation,"A robot inspector would face challenges due to significant rust and corrosion on the gauge housing and mounting, as well as dust and debris on the dial, although the needle is still clearly visible.",,,
random,AOBv2-REAL-171,instrument_status,,,data_detection/images/test/IMG_20220106_142137.jpg,,gauge_degradation,"A robot inspector would face challenges due to significant rust and corrosion on the gauge housing and mounting, as well as dust and debris on the dial, although the needle is still clearly visible.",,,
random,AOBv2-REAL-171,description_accurate,,,data_detection/images/test/IMG_20220106_142137.jpg,,gauge_degradation,"A robot inspector would face challenges due to significant rust and corrosion on the gauge housing and mounting, as well as dust and debris on the dial, although the needle is still clearly visible.",,,
random,AOBv2-REAL-188,gauge_readable,,false,data_detection/images/test/IMG_20220106_142946.jpg,,gauge_degradation,"The gauge face is degraded and corroded, making it difficult for a robot inspector to accurately read the values.",,,
random,AOBv2-REAL-188,recommended_action,,CLEAN_GAUGE,data_detection/images/test/IMG_20220106_142946.jpg,,gauge_degradation,"The gauge face is degraded and corroded, making it difficult for a robot inspector to accurately read the values.",,,
random,AOBv2-REAL-188,category,,gauge_degradation,data_detection/images/test/IMG_20220106_142946.jpg,,gauge_degradation,"The gauge face is degraded and corroded, making it difficult for a robot inspector to accurately read the values.",,,
random,AOBv2-REAL-188,image_role,,query,data_detection/images/test/IMG_20220106_142946.jpg,,gauge_degradation,"The gauge face is degraded and corroded, making it difficult for a robot inspector to accurately read the values.",,,
random,AOBv2-REAL-188,gauge_value,,UNREADABLE,data_detection/images/test/IMG_20220106_142946.jpg,,gauge_degradation,"The gauge face is degraded and corroded, making it difficult for a robot inspector to accurately read the values.",,,
random,AOBv2-REAL-188,asset,,Piping system,data_detection/images/test/IMG_20220106_142946.jpg,,gauge_degradation,"The gauge face is degraded and corroded, making it difficult for a robot inspector to accurately read the values.",,,
random,AOBv2-REAL-188,instrument_status,,,data_detection/images/test/IMG_20220106_142946.jpg,,gauge_degradation,"The gauge face is degraded and corroded, making it difficult for a robot inspector to accurately read the values.",,,
random,AOBv2-REAL-188,description_accurate,,,data_detection/images/test/IMG_20220106_142946.jpg,,gauge_degradation,"The gauge face is degraded and corroded, making it difficult for a robot inspector to accurately read the values.",,,
random,AOBv2-REAL-194,gauge_readable,,true,data_detection/images/test/IMG_20220106_143700.jpg,,gauge_degradation,"The gauge face and surrounding structure show significant corrosion and degradation, but the needle and primary scale are still discernible.",,,
random,AOBv2-REAL-194,recommended_action,,CLEAN_GAUGE,data_detection/images/test/IMG_20220106_143700.jpg,,gauge_degradation,"The gauge face and surrounding structure show significant corrosion and degradation, but the needle and primary scale are still discernible.",,,
random,AOBv2-REAL-194,category,,gauge_degradation,data_detection/images/test/IMG_20220106_143700.jpg,,gauge_degradation,"The gauge face and surrounding structure show significant corrosion and degradation, but the needle and primary scale are still discernible.",,,
random,AOBv2-REAL-194,image_role,,query,data_detection/images/test/IMG_20220106_143700.jpg,,gauge_degradation,"The gauge face and surrounding structure show significant corrosion and degradation, but the needle and primary scale are still discernible.",,,
random,AOBv2-REAL-194,gauge_value,,0.7,data_detection/images/test/IMG_20220106_143700.jpg,,gauge_degradation,"The gauge face and surrounding structure show significant corrosion and degradation, but the needle and primary scale are still discernible.",,,
random,AOBv2-REAL-194,asset,,Pressure system,data_detection/images/test/IMG_20220106_143700.jpg,,gauge_degradation,"The gauge face and surrounding structure show significant corrosion and degradation, but the needle and primary scale are still discernible.",,,
random,AOBv2-REAL-194,instrument_status,,,data_detection/images/test/IMG_20220106_143700.jpg,,gauge_degradation,"The gauge face and surrounding structure show significant corrosion and degradation, but the needle and primary scale are still discernible.",,,
random,AOBv2-REAL-194,description_accurate,,,data_detection/images/test/IMG_20220106_143700.jpg,,gauge_degradation,"The gauge face and surrounding structure show significant corrosion and degradation, but the needle and primary scale are still discernible.",,,
random,AOBv2-REAL-197,gauge_readable,,false,data_detection/images/test/IMG_20220106_143750.jpg,,gauge_degradation,"A robot inspector would face challenges due to significant dust accumulation on the gauge's protective cover and inside the dial, as well as corrosion on the surrounding metalwork, obscuring a clear v",,,
random,AOBv2-REAL-197,recommended_action,,CLEAN_GAUGE,data_detection/images/test/IMG_20220106_143750.jpg,,gauge_degradation,"A robot inspector would face challenges due to significant dust accumulation on the gauge's protective cover and inside the dial, as well as corrosion on the surrounding metalwork, obscuring a clear v",,,
random,AOBv2-REAL-197,category,,gauge_degradation,data_detection/images/test/IMG_20220106_143750.jpg,,gauge_degradation,"A robot inspector would face challenges due to significant dust accumulation on the gauge's protective cover and inside the dial, as well as corrosion on the surrounding metalwork, obscuring a clear v",,,
random,AOBv2-REAL-197,image_role,,query,data_detection/images/test/IMG_20220106_143750.jpg,,gauge_degradation,"A robot inspector would face challenges due to significant dust accumulation on the gauge's protective cover and inside the dial, as well as corrosion on the surrounding metalwork, obscuring a clear v",,,
random,AOBv2-REAL-197,gauge_value,,UNREADABLE,data_detection/images/test/IMG_20220106_143750.jpg,,gauge_degradation,"A robot inspector would face challenges due to significant dust accumulation on the gauge's protective cover and inside the dial, as well as corrosion on the surrounding metalwork, obscuring a clear v",,,
random,AOBv2-REAL-197,asset,,Pressure transmitter,data_detection/images/test/IMG_20220106_143750.jpg,,gauge_degradation,"A robot inspector would face challenges due to significant dust accumulation on the gauge's protective cover and inside the dial, as well as corrosion on the surrounding metalwork, obscuring a clear v",,,
random,AOBv2-REAL-197,instrument_status,,,data_detection/images/test/IMG_20220106_143750.jpg,,gauge_degradation,"A robot inspector would face challenges due to significant dust accumulation on the gauge's protective cover and inside the dial, as well as corrosion on the surrounding metalwork, obscuring a clear v",,,
random,AOBv2-REAL-197,description_accurate,,,data_detection/images/test/IMG_20220106_143750.jpg,,gauge_degradation,"A robot inspector would face challenges due to significant dust accumulation on the gauge's protective cover and inside the dial, as well as corrosion on the surrounding metalwork, obscuring a clear v",,,
random,AOBv2-REAL-209,gauge_readable,,true,data_detection/images/test/IMG_20220106_144334.jpg,,gauge_degradation,"The gauge face is partially obscured by accumulated dirt or grime, and there is significant paint degradation and corrosion on the large red component next to it, indicating a harsh industrial environ",,,
random,AOBv2-REAL-209,recommended_action,,CLEAN_GAUGE,data_detection/images/test/IMG_20220106_144334.jpg,,gauge_degradation,"The gauge face is partially obscured by accumulated dirt or grime, and there is significant paint degradation and corrosion on the large red component next to it, indicating a harsh industrial environ",,,
random,AOBv2-REAL-209,category,,gauge_degradation,data_detection/images/test/IMG_20220106_144334.jpg,,gauge_degradation,"The gauge face is partially obscured by accumulated dirt or grime, and there is significant paint degradation and corrosion on the large red component next to it, indicating a harsh industrial environ",,,
random,AOBv2-REAL-209,image_role,,query,data_detection/images/test/IMG_20220106_144334.jpg,,gauge_degradation,"The gauge face is partially obscured by accumulated dirt or grime, and there is significant paint degradation and corrosion on the large red component next to it, indicating a harsh industrial environ",,,
random,AOBv2-REAL-209,gauge_value,,0.1,data_detection/images/test/IMG_20220106_144334.jpg,,gauge_degradation,"The gauge face is partially obscured by accumulated dirt or grime, and there is significant paint degradation and corrosion on the large red component next to it, indicating a harsh industrial environ",,,
random,AOBv2-REAL-209,asset,,Pipeline system,data_detection/images/test/IMG_20220106_144334.jpg,,gauge_degradation,"The gauge face is partially obscured by accumulated dirt or grime, and there is significant paint degradation and corrosion on the large red component next to it, indicating a harsh industrial environ",,,
random,AOBv2-REAL-209,instrument_status,,,data_detection/images/test/IMG_20220106_144334.jpg,,gauge_degradation,"The gauge face is partially obscured by accumulated dirt or grime, and there is significant paint degradation and corrosion on the large red component next to it, indicating a harsh industrial environ",,,
random,AOBv2-REAL-209,description_accurate,,,data_detection/images/test/IMG_20220106_144334.jpg,,gauge_degradation,"The gauge face is partially obscured by accumulated dirt or grime, and there is significant paint degradation and corrosion on the large red component next to it, indicating a harsh industrial environ",,,
random,AOBv2-REAL-239,gauge_readable,,true,data_detection/images/test/IMG_20220106_145659.jpg,,gauge_degradation,A robot inspector would face challenges reading this gauge due to paint chipping and corrosion on the gauge housing and general degradation of the dial face.,,,
random,AOBv2-REAL-239,recommended_action,,CLEAN_GAUGE,data_detection/images/test/IMG_20220106_145659.jpg,,gauge_degradation,A robot inspector would face challenges reading this gauge due to paint chipping and corrosion on the gauge housing and general degradation of the dial face.,,,
random,AOBv2-REAL-239,category,,gauge_degradation,data_detection/images/test/IMG_20220106_145659.jpg,,gauge_degradation,A robot inspector would face challenges reading this gauge due to paint chipping and corrosion on the gauge housing and general degradation of the dial face.,,,
random,AOBv2-REAL-239,image_role,,query,data_detection/images/test/IMG_20220106_145659.jpg,,gauge_degradation,A robot inspector would face challenges reading this gauge due to paint chipping and corrosion on the gauge housing and general degradation of the dial face.,,,
random,AOBv2-REAL-239,gauge_value,,30,data_detection/images/test/IMG_20220106_145659.jpg,,gauge_degradation,A robot inspector would face challenges reading this gauge due to paint chipping and corrosion on the gauge housing and general degradation of the dial face.,,,
random,AOBv2-REAL-239,asset,,Industrial Process Line,data_detection/images/test/IMG_20220106_145659.jpg,,gauge_degradation,A robot inspector would face challenges reading this gauge due to paint chipping and corrosion on the gauge housing and general degradation of the dial face.,,,
random,AOBv2-REAL-239,instrument_status,,,data_detection/images/test/IMG_20220106_145659.jpg,,gauge_degradation,A robot inspector would face challenges reading this gauge due to paint chipping and corrosion on the gauge housing and general degradation of the dial face.,,,
random,AOBv2-REAL-239,description_accurate,,,data_detection/images/test/IMG_20220106_145659.jpg,,gauge_degradation,A robot inspector would face challenges reading this gauge due to paint chipping and corrosion on the gauge housing and general degradation of the dial face.,,,
